Episode,Step,Balance,Num_Trades,Realized_PnL,Green_Up_PnL,Commission_Paid,Commission_Rate,No_Trade_Streak,No_Trade_Penalty,Had_Trades,Max_Drawdown,MTM_Reward,Sharpe_Reward,Depth_Violations,Volatility_Violations,Stale_Market_Violations,Suspended_Violations,Back_Trades,Lay_Trades,Back_Exposure,Lay_Exposure,Mid_Race_PnL
292,170071,1010.0372,18,10.03717,10.03717,0.6016535,0.05,0,0.0,True,-1.0037171,-0.01376445,-0.31736542504742976,100,92,1108,0,0,18,0.0,1017.6657,0.0
293,170438,1006.0962,11,6.0961914,6.0961914,0.33661738,0.05,0,0.0,True,-0.60961914,-0.005857113,-0.15108478785404209,19,10,36,1,0,11,0.0,1013.17694,0.0
294,170999,997.1029,16,-2.8970947,-2.8970947,0.04215640278123798,0.05,0,0.0,True,0.28970948,-0.014447186,-0.22586939828733213,46,87,3052,1,1,15,1.6138492,1008.1695744000002,0.0
295,171510,1055.525,240,55.525024,55.525024,4.599196,0.05,0,0.0,True,0.0,-1.2544638,-0.8138222189600541,61,44,4689,1,123,117,665.6147,1477.3213,55.525074
296,171613,965.99457,243,-34.005432,-34.005432,0.29177344,0.05,0,0.0,True,3.4005432,-0.12865488,-0.47935823156622737,5,3,81,1,140,103,827.7126,702.0515,-1.1911167
297,172160,1005.0088,9,5.008789,5.008789,0.43513513,0.05,0,0.0,True,-0.50087893,-0.014462829,-0.14346593618392942,9,118,388,0,0,9,0.0,1024.4012,0.0
298,172709,983.11346,13,-16.886536,-16.886536,0.16915008,0.05,0,0.0,True,1.6886536,-0.0537688,-0.19871694162487977,15,73,891,0,2,11,33.504524,977.7319,0.0
299,173224,994.56354,50,-5.4364624,-5.4364624,0.23895517,0.05,0,0.0,True,0.5436462,-0.045670696,-0.3640029145032166,43,157,193,0,17,33,96.532776,1071.3485,-2.0803492
300,173731,1047.866,40,47.865967,47.865967,2.5537758,0.05,0,0.0,True,-4.786597,-0.04295103,-0.3440051568299532,41,19,66,1,14,26,254.16685,888.54865,-0.6557255
301,174284,1028.9388,118,28.938843,28.938843,1.796522,0.05,0,0.0,True,-2.8938842,-0.04664756,-0.4592098081111908,12,207,624,0,34,84,168.9323,1033.6946,-0.9857545
302,174828,969.02637,9,-30.973633,-30.973633,0.02915541,0.05,0,0.0,True,3.0973632,-0.03047917,-0.15278074026107794,11,88,1058,0,1,8,79.0728,948.062,0.0
303,175370,983.9487,53,-16.05127,-16.05127,0.016337734,0.05,0,0.0,True,1.605127,-0.06657111,-0.32666285528154027,143,67,755,1,11,42,21.448809,1290.7769,-5.4910436
304,175909,951.0482,156,-48.951782,-48.951782,1.3534826,0.05,0,0.0,True,4.8951783,-0.15845695,-0.4994630458205935,30,167,202,1,95,61,438.152,867.0951,-2.7339382
305,176549,966.6402,163,-33.359802,-33.359802,0.5177709,0.05,0,0.0,True,3.3359804,-0.06906089,-0.7119532319158314,5,5,560,0,15,148,46.82682,1070.4277,-2.434256
306,177055,771.19763,88,-228.80237,-228.80237,0.13959949,0.05,0,0.0,True,22.880238,-0.7627018,-0.44091832831501976,37,116,758,0,49,39,315.11908,1030.3152,-34.5752
307,177575,988.3299,13,-11.670105,-11.670105,0.016821506,0.05,0,0.0,True,1.1670105,-0.033168778,-0.22305518284440037,64,93,2843,1,0,13,0.0,1025.7549,0.0
308,178086,972.01886,73,-27.98114,-27.98114,0.0,0.05,0,0.0,True,2.798114,-1.4946994,-0.47661502398550465,18,99,912,1,36,37,478.39917,1018.6051,-27.981174
309,178629,996.9463524955308,10,-3.0536475044691542,-3.0536475044691542,0.015196778645799849,0.05,0,0.0,True,0.30536475044691547,-0.007592102849545699,-0.21223194870056383,37,172,994,1,0,10,0.0,1032.3455999999999,0.0
310,179276,953.3773,85,-46.62268,-46.62268,1.3287019,0.05,0,0.0,True,4.662268,-0.0787112,-0.36281105816364295,9,38,35,1,38,47,455.6008,774.01715,-0.6704603
311,179827,990.66254,21,-9.337463,-9.337463,0.06923886,0.05,0,0.0,True,0.93374634,-0.0398181,-0.2697419699281455,32,104,481,1,3,18,9.370224,999.02277,-0.678966
312,179922,987.1873,43,-12.812683,-12.812683,0.38717106,0.05,0,0.0,True,1.2812684,-0.047305275,-0.24496246516704565,15,27,0,1,24,19,298.00507,852.7657,-0.018645974
313,180595,909.5371,58,-90.46289,-90.46289,0.08950486,0.05,0,0.0,True,9.046289,-0.5254784,-0.39425370134413257,42,184,1862,1,19,39,208.98808,1558.054,-32.964653
314,181143,1002.0726498773327,9,2.072649877332651,2.072649877332651,0.10908683564908678,0.05,0,0.0,True,-0.20726498773326513,-0.022657142378391493,-0.15694055075280838,9,225,570,0,0,9,0.0,1123.2000000000003,0.0
315,181696,997.63763,11,-2.3623657,-2.3623657,0.0004674261606036414,0.05,0,0.0,True,0.23623659,-0.014332911,-0.1289694935385632,5,110,2046,0,0,11,0.0,1022.77246,0.0
316,181953,992.44604,16,-7.553955,-7.553955,0.1557676,0.05,0,0.0,True,0.75539553,-0.026732638,-0.21964458666741843,25,15,0,1,3,13,77.29192,963.9471,0.0
317,182531,996.9347,10,-3.0653076,-3.0653076,0.1804105,0.05,0,0.0,True,0.30653077,-0.01096402,-0.18126327894628044,29,322,520,1,0,10,0.0,1030.2118,0.0
318,183044,985.91583,19,-14.0841675,-14.0841675,0.2863078,0.05,0,0.0,True,1.4084167,-0.024675751,-0.2711964132636786,74,32,124,0,2,17,32.366318,1019.902,-0.34479517
319,183579,971.1701,20,-28.829895,-28.829895,0.021310672,0.05,0,0.0,True,2.8829894,-0.1364763,-0.2631890314442188,49,140,2150,1,3,17,15.586731,1018.2084,-2.3063476
320,184262,969.1965,45,-30.803528,-30.803528,0.3073534,0.05,0,0.0,True,3.0803528,-0.06776121,-0.297965165525675,44,66,825,0,9,36,61.890514,1476.2499,-6.1452403
321,184777,935.44464,139,-64.55536,-64.55536,1.1353575,0.05,0,0.0,True,6.4555364,-0.08163884,-0.5342828055471187,13,37,1053,0,56,83,147.26576,911.52325,-0.32929793
322,185353,1002.56055,14,2.5605469,2.5605469,0.13816534,0.05,0,0.0,True,-0.2560547,-0.011542514,-0.2731692334503241,46,43,945,0,0,14,0.0,1009.97034,0.0
323,185852,999.31335,23,-0.6866455,-0.6866455,0.09132163,0.05,0,0.0,True,0.06866455,-0.020511141,-0.2688668150454759,61,130,314,1,7,16,35.756035,1063.1537,-0.5803313
324,186405,977.40936,31,-22.590637,-22.590637,0.76550335,0.05,0,0.0,True,2.2590637,-0.10811512,-0.3361845049094448,41,69,609,1,4,27,34.800877,986.5136,0.0
325,186952,1030.6187,13,30.618652,30.618652,1.6427304,0.05,0,0.0,True,-3.0618653,-0.014833762,-0.2411163086340487,54,118,298,0,0,13,0.0,1002.9024,0.0
326,187474,999.62866,11,-0.3713379,-0.3713379,0.20290565,0.05,0,0.0,True,0.03713379,-0.018787151,-0.1429895421630496,27,74,147,0,3,8,194.68800000000005,906.3134,0.0
327,187940,976.6008,20,-23.39917,-23.39917,0.3035561,0.05,0,0.0,True,2.339917,-0.05920613,-0.1864065532386303,24,31,423,1,5,15,131.05853,902.6231,0.0
328,188464,944.4947,353,-55.50531,-55.50531,1.3616133,0.05,0,0.0,True,5.550531,-0.3398463,-0.8470169464498761,37,115,866,0,91,262,214.01506,1431.7594,-14.892463
329,188487,1000.0,0,0.0,0.0,0.0,0.05,1,-0.5,False,0.0,0.0,0.0,0,0,0,23,0,0,0.0,0.0,0.0
330,188663,932.5775,72,-67.422485,-67.422485,0.0,0.05,0,0.0,True,6.7422485,-0.33511665,-0.2947986491024494,15,16,749,1,27,45,351.94824,870.2893,-1.4447312
331,189171,995.78705,42,-4.2129517,-4.2129517,0.13296434,0.05,0,0.0,True,0.42129517,-0.041360073,-0.32050913480639,86,73,812,0,18,24,106.76722,1095.1667,-2.0323381
332,189714,782.0043,217,-217.99573,-217.99573,0.118067615,0.05,0,0.0,True,21.799574,-1.4018245,-0.6221008995920427,62,147,3806,1,133,84,769.1586,1213.6359,-9.693054
333,190228,969.0957,13,-30.904297,-30.904297,0.010749419274603609,0.05,0,0.0,True,3.0904298,-0.021822678,-0.13742071658952265,15,66,0,1,4,9,155.25887999999998,856.57745,0.0
334,190761,1005.18634,60,5.1863403,5.1863403,0.49233216,0.05,0,0.0,True,-0.518634,-0.03252044,-0.4625749946076463,295,83,1316,0,21,39,21.745163,1125.8679,-1.0077381
335,191310,975.9882,114,-24.01178,-24.01178,0.1453331,0.05,0,0.0,True,2.401178,-0.080395,-0.41725533923845315,44,44,74,1,40,74,266.96323,1279.2025,-3.141267
336,191846,967.3501,190,-32.649902,-32.649902,2.113798,0.05,0,0.0,True,3.26499,-1.5876715,-0.5916587271541354,22,130,4013,1,81,109,346.7958,790.3589,-1.7482845
337,192329,1010.4201,27,10.420105,10.420105,0.79354715,0.05,0,0.0,True,-1.0011822,-0.02622712,-0.25439534252011253,296,27,24,0,7,20,75.43212,1005.7156,0.38699436
338,192898,969.5952,202,-30.404785,-30.404785,0.1447444,0.05,0,0.0,True,3.0404785,-0.1341754,-0.8152335525304081,73,191,222,0,55,147,149.0657,2860.9917,-5.932804
339,193313,866.3413,403,-133.65869,-133.65869,0.055058666,0.05,0,0.0,True,13.3658695,-0.62807095,-1.5644161485181733,42,88,913,0,221,182,380.2374,646.0025,-10.88731
340,193800,1003.33044,11,3.3304443,3.3304443,0.6283804,0.05,0,0.0,True,-0.33304444,-0.009789263,-0.1832544296979903,16,87,25,1,1,10,47.73349,1041.8807,0.0
341,194389,949.2379,205,-50.762085,-50.762085,0.67064774,0.05,0,0.0,True,5.076208,-0.19903094,-1.0689617937239133,372,39,195,1,65,140,556.0951,2953.9783,-33.094776
342,194955,991.1438,108,-8.856201,-8.856201,0.0,0.05,0,0.0,True,0.8856202,-0.30237514,-0.8286368924379346,35,48,2158,0,60,48,179.87097,1274.8175,-6.540999
343,195498,989.65814,20,-10.341858,-10.341858,0.11837771,0.05,0,0.0,True,1.0341858,-0.02151615,-0.3278739480314589,99,90,1430,1,0,20,0.0,1007.01355,0.0
344,196071,1000.0,7,0.0,0.0,0.0,0.05,0,0.0,True,0.0,-0.007502501688567661,-0.1503873588831984,13,185,1160,0,0,7,0.0,1103.9999999999998,0.0
345,196626,992.117404902179,11,-7.882595097820968,-7.882595097820968,0.05332914105899914,0.05,0,0.0,True,0.7882595097820968,-0.010903361714817462,-0.20962474373976772,29,116,976,1,0,11,0.0,1022.1312000000004,0.0
346,197162,918.2577,43,-81.74231,-81.74231,0.7872289,0.05,0,0.0,True,8.174231,-0.19521043,-0.3178390093892812,22,80,650,0,16,27,121.03478,918.0845,-1.5403796
347,197707,725.27026,232,-274.72974,-274.72974,3.3354125,0.05,0,0.0,True,27.472973,-1.7798642,-0.7379099820554254,2,115,1866,0,169,63,680.68414,335.2774,-0.09237255
348,198259,1015.0111,8,15.011108,15.011108,1.0145471980556935,0.05,0,0.0,True,-1.5011108,-0.2224452,-0.15791655189211457,11,104,1157,0,0,8,0.0,1053.8917,0.0
349,198798,987.7775,27,-12.222473,-12.222473,0.085850485,0.05,0,0.0,True,1.2222474,-0.02694562,-0.33488161213696005,187,101,1503,0,1,26,16.311548,1041.9689,-0.98857766
350,199344,1032.4844,43,32.484375,32.484375,2.9885583,0.05,0,0.0,True,-3.2484374,-0.15285772,-0.3313989003002642,67,119,452,0,14,29,165.53268,992.9861,-3.461066
351,199854,889.0709,108,-110.92908,-110.92908,0.0,0.05,0,0.0,True,11.092908,-1.1450081,-0.35677724950015544,8,0,4920,1,59,49,266.96667,938.40466,-27.673775
352,200563,997.5726,14,-2.4274292,-2.4274292,0.12759961,0.05,0,0.0,True,0.24274293,-0.01212545,-0.15351716764271262,19,148,949,1,1,13,72.44696,1333.0566,0.0
353,201131,990.7464134332643,10,-9.253586566735748,-9.253586566735748,0.0,0.05,0,0.0,True,0.9253586566735748,-0.012659575296287636,-0.15851634522890024,17,176,472,1,0,10,0.0,1190.4000000000003,0.0
354,201702,981.1132,26,-18.88678,-18.88678,0.090500474,0.05,0,0.0,True,1.8886781,-0.045455184,-0.24788145937025546,23,113,1198,1,4,22,25.041414,1019.08514,-0.6899307
355,202216,962.5927,43,-37.407288,-37.407288,1.8713834,0.05,0,0.0,True,3.7407286,-0.09527273,-0.49239033378660685,111,141,1496,0,16,27,84.3779,915.52637,0.0
356,202833,1006.25037,37,6.250366,6.250366,0.8702262,0.05,0,0.0,True,-0.6250366,-0.037538152,-0.36425448000431054,295,101,404,1,5,32,130.84436,1455.9261,-2.9251945
357,203428,886.7614,41,-113.23859,-113.23859,0.06744524,0.05,0,0.0,True,11.323859,-0.38233498,-0.33696894526481613,20,33,1823,0,13,28,68.65635,1063.9089,-2.1206653
358,203875,990.1177942459225,11,-9.882205754077518,-9.882205754077518,0.00688949897982317,0.05,0,0.0,True,0.9882205754077518,-0.015955277352896435,-0.17268718814754963,22,267,181,1,1,10,64.89600000000002,1118.9759999999997,0.0
359,207129,829.05884,100,-170.94116,-170.94116,0.0,0.05,0,0.0,True,17.094116,-3.1972783,-1.1569832140207266,108,136,34605,0,85,15,950.8187,635.2405,-109.29354
360,207404,1018.71704,40,18.717041,18.717041,2.4885635,0.05,0,0.0,True,-1.8717041,-0.047633853,-0.5305810253058678,368,33,215,0,10,30,127.13022,1160.8368,-4.772633
361,207994,1016.428,20,16.427979,16.427979,0.86463153,0.05,0,0.0,True,-1.642798,-0.015613875,-0.2789594627041539,73,14,155,0,2,18,11.883175,987.682,0.0
362,208535,862.46625,166,-137.53375,-137.53375,0.09323861,0.05,0,0.0,True,13.753375,-0.556114,-0.5237879363447429,4,128,1258,1,66,100,347.60925,765.969,-3.5887094
363,209076,1016.80347,9,16.803467,16.803467,0.8843935,0.05,0,0.0,True,-1.6803467,-0.009923756,-0.1977861485474752,18,87,41,1,0,9,0.0,1067.8821,0.0
364,209573,960.4691,50,-39.530884,-39.530884,1.0388484,0.05,0,0.0,True,3.9530885,-0.08467542,-0.4271591439843181,164,8,31,1,20,30,244.7613,854.7926,-0.91296005
365,210119,993.8271,25,-6.1729126,-6.1729126,0.72684044,0.05,0,0.0,True,0.6172913,-0.06410847,-0.205886524990201,23,81,755,0,7,18,56.720634,942.28094,0.0
366,210680,712.5788,155,-287.4212,-287.4212,0.0,0.05,0,0.0,True,28.742119,-2.2820776,-0.616244048848748,57,118,3647,0,87,68,450.96912,1820.9227,-145.02939
367,211243,981.41956,150,-18.580444,-18.580444,0.51026464,0.05,0,0.0,True,1.8580444,-0.14711957,-0.8027083820849652,47,77,518,0,43,107,140.62184,969.512,-1.8061637
368,211786,902.8025366535533,17,-97.19746334644674,-97.19746334644674,0.0,0.05,0,0.0,True,9.719746334644675,-0.28951336277811934,-0.25514789958177536,33,61,706,1,4,13,50.501317345746614,949.0394093524826,0.0
369,212279,949.4227,148,-50.57727,-50.57727,0.14294088,0.05,0,0.0,True,5.0577273,-0.10502505,-0.7347413831204157,21,37,1030,1,42,106,128.94264,1057.9877,-1.8665513
370,212831,946.85547,27,-53.14453,-53.14453,0.0,0.05,0,0.0,True,5.314453,-0.045658536,-0.6112497714803753,376,116,1887,1,10,17,740.28595,358.2033,-2.4853559
371,213367,972.7348956849922,14,-27.26510431500776,-27.26510431500776,0.004666799012692249,0.05,0,0.0,True,2.726510431500776,-0.07957804443315569,-0.17453193620608598,12,132,1226,0,2,12,5.376000000000022,1002.2400000000001,0.0
372,213962,1004.146102785673,8,4.1461027856729515,4.1461027856729515,0.42575717274289593,0.05,0,0.0,True,-0.41461027856729515,-0.02226515607934689,-0.14416874584766456,14,125,163,1,1,7,67.2,988.8000000000002,0.0
373,214446,999.76385,47,-0.23614502,-0.23614502,0.17910086,0.05,0,0.0,True,0.023614502,-0.025301846,-0.2885664649874807,78,38,828,1,16,31,40.866344,1060.7399,-0.92105746
374,214974,994.9514050402596,13,-5.048594959740399,-5.048594959740399,0.0,0.05,0,0.0,True,0.5048594959740399,-0.034810410230064204,-0.27962177382088466,41,56,1236,0,0,13,0.0,998.2507499520001,0.0
375,215538,980.7119,14,-19.288086,-19.288086,0.032362666,0.05,0,0.0,True,1.9288086,-0.036925685,-0.22561395473778242,30,104,1786,1,1,13,13.863077,1025.4158,0.0
376,216066,934.8588,16,-65.141174,-65.141174,0.0076758377,0.05,0,0.0,True,6.5141172,-0.12013815,-0.2409855313983346,61,75,407,1,2,14,27.48159,975.84656,0.0
377,216606,771.9723,231,-228.02771,-228.02771,1.1276675,0.05,0,0.0,True,22.802773,-0.841671,-0.8200709779560561,14,93,1398,0,101,130,336.5469,661.63,0.0
378,217135,974.20245,54,-25.797546,-25.797546,1.0191071,0.05,0,0.0,True,2.5797546,-0.22101936,-0.274797051474452,44,42,406,1,37,17,449.5688,1085.4357,-2.8152966
379,217691,960.74243,233,-39.25757,-39.25757,0.0,0.05,0,0.0,True,3.9257567,-0.6865567,-0.8191049698305342,24,153,570,0,89,144,259.5342,780.646,-1.9351742
380,218322,999.3825,50,-0.6174927,-0.6174927,0.21086912,0.05,0,0.0,True,0.061749265,-0.05001037,-0.34118477478623394,71,310,1733,0,4,46,10.049987,1342.9249,-2.414066
381,218897,952.64484,140,-47.355164,-47.355164,1.3507984,0.05,0,0.0,True,4.7355165,-0.19376796,-0.8727170929922076,355,81,1184,1,90,50,413.4114,930.00635,-7.020567
382,219438,1018.7969,9,18.796875,18.796875,1.1785419,0.05,0,0.0,True,-1.8796874,-0.00983243,-0.16074167005717754,9,51,123,1,1,8,61.829136,1049.7172,0.0
383,220148,980.4659,30,-19.534119,-19.534119,0.48046106,0.05,0,0.0,True,1.9534118,-0.22172037,-0.17233032718300823,29,136,1136,0,8,22,71.92838,1096.3715,-11.137185
384,220678,1003.47894,13,3.4789429,3.4789429,0.18310376,0.05,0,0.0,True,-0.34789428,-0.0061269207,-0.3473712467270317,262,45,955,0,0,13,0.0,997.8223,0.0
385,221229,1030.8425,47,30.84253,30.84253,2.1417475,0.05,0,0.0,True,-3.084253,-0.08256641,-0.4145947089231414,85,57,1159,0,6,41,28.89204,1110.6598,-4.3875194
386,221741,1043.7721,20,43.772095,43.772095,2.3037944,0.05,0,0.0,True,-4.377209,-0.02187686,-0.36462700540614157,154,51,443,0,0,20,0.0,1011.395,0.0
387,221919,985.0015,46,-14.998474,-14.998474,0.09188933,0.05,0,0.0,True,1.4998474,-0.055642433,-0.23416645333170882,11,7,337,1,9,37,99.66067,1386.2206,-3.196623
388,222465,1038.027,45,38.026978,38.026978,2.498615,0.05,0,0.0,True,-3.8026977,-0.058954578,-0.20937386780977235,3,12,6,0,18,27,335.3364,851.7547,-0.87388474
389,223064,1004.16046,20,4.1604614,4.1604614,0.585352,0.05,0,0.0,True,-0.41604614,-0.006977086,-0.17460122294723993,7,118,373,0,5,15,48.183987,1053.1063,-0.004278031
390,223768,1000.0,20,0.0,0.0,0.0,0.05,0,0.0,True,0.0,-0.29720944,-0.1888815302401782,40,102,4664,1,6,14,86.050735,937.03235,0.0
391,224282,910.12775,283,-89.87225,-89.87225,0.052774906,0.05,0,0.0,True,8.987226,-0.93984973,-0.9966581349074808,6,103,4360,1,90,193,234.58165,1157.7517,-12.342554
392,224794,952.72723,25,-47.272766,-47.272766,0.049713857,0.05,0,0.0,True,4.727277,-0.12991533,-0.20991438537347812,15,105,843,0,6,19,58.42965,1269.6571,-6.32206
393,225335,991.1895,58,-8.810486,-8.810486,0.6159898,0.05,0,0.0,True,0.88104856,-0.03230149,-0.3302712590729515,52,48,105,0,16,42,64.0426,1215.0361,-1.3956718
394,225841,983.81635,63,-16.183655,-16.183655,0.18882275,0.05,0,0.0,True,1.6183655,-0.082889214,-0.43491995698477387,49,148,1025,1,29,34,105.1181,1482.8268,-5.4338717
395,226198,991.57104,187,-8.428955,-8.428955,0.6370195,0.05,0,0.0,True,0.84289557,-0.047891084,-0.5618648307025433,15,43,104,1,52,135,200.03735,1300.4125,-2.0846922
396,226221,1000.0,0,0.0,0.0,0.0,0.05,1,-0.5,False,0.0,0.0,0.0,0,0,0,23,0,0,0.0,0.0,0.0
397,226492,976.78796,35,-23.212036,-23.212036,0.63776743,0.05,0,0.0,True,2.3212037,-0.082356304,-0.2386016476899385,15,67,491,0,14,21,81.8288,1040.9696,-0.8635614
398,227003,961.8624,78,-38.137573,-38.137573,0.0,0.05,0,0.0,True,3.8137574,-0.09389531,-0.3631262167902294,240,57,181,0,19,59,126.09278,2846.0107,-10.990201
399,227514,984.2506535825886,9,-15.749346417411402,-15.749346417411402,0.07904767749861015,0.05,0,0.0,True,1.57493464174114,-0.011346178510561078,-0.13848113461304382,38,30,56,0,1,8,72.08448,987.98592,0.0
400,228044,951.4084,38,-48.591614,-48.591614,1.6380329,0.05,0,0.0,True,4.8591614,-0.044741523,-0.3236028820276261,52,77,154,1,18,20,527.11285,663.1159,-1.0142065
401,228576,984.56537,26,-15.434631,-15.434631,0.027371464,0.05,0,0.0,True,1.5434631,-0.07644568,-0.27437268622219574,26,67,593,0,3,23,15.665363,1000.96497,-0.27252662
402,229117,984.9982,173,-15.00177,-15.00177,0.78046197,0.05,0,0.0,True,1.500177,-0.30441585,-0.7239746204763645,70,156,616,0,58,115,140.0952,1228.7723,-8.074158
403,229659,987.3029,14,-12.6970825,-12.6970825,0.65747005,0.05,0,0.0,True,1.2697083,-0.26241228,-0.22508950518802737,12,107,2228,0,2,12,25.532253,971.4498,0.0
404,230202,983.647,48,-16.353027,-16.353027,0.3237593,0.05,0,0.0,True,1.6353028,-0.03814406,-0.4568849249184129,71,70,650,0,4,44,4.7337017,1738.5231,-1.7917238
405,230714,997.78687,30,-2.2131348,-2.2131348,1.6235683,0.05,0,0.0,True,0.22131346,-0.096271195,-0.25377583533525455,6,15,37,1,19,11,725.94244,486.98932,-0.97316283
406,231250,907.5487,151,-92.451294,-92.451294,0.49502534,0.05,0,0.0,True,9.24513,-1.4105427,-0.5495776598155504,107,131,4042,1,105,46,486.11984,1124.187,-23.425138
407,231789,906.9099,270,-93.09009,-93.09009,1.1790441,0.05,0,0.0,True,9.309009,-0.98290765,-0.8223831849545237,44,109,550,1,96,174,294.1375,1105.8286,-10.929848
408,232307,792.22314,47,-207.77686,-207.77686,0.16208346,0.05,0,0.0,True,20.777685,-0.25532037,-0.3412101614475249,98,66,2624,0,26,21,380.92444,727.0474,-4.3697824
409,232829,951.3495,25,-48.650513,-48.650513,0.90220845,0.05,0,0.0,True,4.8650513,-0.25559464,-0.24274146169424043,46,36,776,1,7,18,108.93453,936.77124,-2.6336555
410,233352,994.675,31,-5.325012,-5.325012,0.13719144,0.05,0,0.0,True,0.5325012,-0.023679072,-0.23895341786879978,61,81,659,1,5,26,83.04828,1073.293,-0.1987594
411,233871,948.3258,17,-51.674194,-51.674194,0.16456567,0.05,0,0.0,True,5.1674194,-0.04170272,-0.31323991745710383,50,21,537,0,0,17,0.0,997.2354,0.0
412,234405,971.0961,48,-28.90387,-28.90387,0.54362464,0.05,0,0.0,True,2.890387,-0.17636597,-0.440017939582467,47,65,286,0,12,36,134.25328,1046.7472,-2.883007
413,234936,999.1593,16,-0.84069824,-0.84069824,0.052479411553813526,0.05,0,0.0,True,0.084069826,-0.0059177494,-0.2433049272319725,37,67,515,1,0,16,0.0,1050.2874,0.0
414,235455,1009.3134,20,9.313416,9.313416,0.5926154,0.05,0,0.0,True,-0.9313416,-0.011957169,-0.3544875560893855,105,19,226,1,4,16,3.748008,999.8439,0.0
415,235994,1000.6263,14,0.62628174,0.62628174,0.15139747,0.05,0,0.0,True,-0.06262817,-0.034841113,-0.31228994553013734,80,129,578,1,0,14,0.0,998.2164,0.0
416,236540,973.147,21,-26.853027,-26.853027,0.45639285,0.05,0,0.0,True,2.6853027,-0.047192685,-0.19268939658999432,47,149,743,0,2,19,10.598783,993.2811,0.0
417,237047,968.89636,23,-31.103638,-31.103638,0.20810623,0.05,0,0.0,True,3.1103637,-0.017992659,-0.33478505410274967,388,19,66,1,5,18,17.132113,1009.57733,-0.15610337
418,237590,1003.6596,34,3.659607,3.659607,0.25318855,0.05,0,0.0,True,-0.3659607,-0.034997784,-0.3652458388515681,59,59,304,0,9,25,19.887833,1099.7815,-1.0574636
419,238100,995.548,14,-4.4520264,-4.4520264,0.13586457,0.05,0,0.0,True,0.44520265,-0.02470077,-0.18555644959211354,25,141,1135,1,0,14,0.0,1120.6699,0.0
420,238799,998.48,15,-1.5200195,-1.5200195,0.23488903,0.05,0,0.0,True,0.15200195,-0.026689837,-0.29794314049184334,62,124,697,1,0,15,0.0,1062.6581,0.0
421,239352,999.6715,12,-0.3284912,-0.3284912,0.16813588,0.05,0,0.0,True,0.03284912,-0.013854138,-0.22434582181299492,145,134,201,0,0,12,0.0,1020.8539,0.0
422,239870,918.596,36,-81.40399,-81.40399,0.9213102,0.05,0,0.0,True,8.140399,-0.14046061,-0.22894524708390243,4,217,29,0,16,20,519.37915,643.8407,-0.43618277
423,240410,945.9934,44,-54.00659,-54.00659,0.7445949,0.05,0,0.0,True,5.400659,-0.068475135,-0.32414107717965795,158,17,220,0,11,33,126.259346,1751.6436,-4.838552
424,240986,988.43945,12,-11.560547,-11.560547,0.0,0.05,0,0.0,True,1.1560547,-0.039767466,-0.1715303168445826,13,85,1607,0,2,10,13.664063,992.02924,0.0
425,241652,845.3897,16,-154.61029,-154.61029,0.017284371,0.05,0,0.0,True,15.461029,-0.14233625,-0.3053748980945367,108,151,567,0,8,8,785.28094,232.24275,0.0
426,242222,996.71313,10,-3.2868652,-3.2868652,0.0,0.05,0,0.0,True,0.32868654,-0.022206213,-0.17837764337658882,202,335,1233,0,0,10,0.0,996.6546,0.0
427,242324,990.89136,28,-9.108643,-9.108643,0.036174364,0.05,0,0.0,True,0.91086423,-0.045734596,-0.1983456116914749,26,8,13,1,11,17,214.28041,1007.60266,-0.7013733
428,242325,1000.0,0,0.0,0.0,0.0,0.05,1,-0.5,False,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
429,242855,955.0605,39,-44.939514,-44.939514,0.0,0.05,0,0.0,True,4.4939513,-0.14492047,-0.25709307886660093,36,121,805,1,8,31,30.618471,1255.8519,-9.031682
430,243453,996.6447,14,-3.3552856,-3.3552856,0.022496147,0.05,0,0.0,True,0.33552855,-0.006390282,-0.2187411768757793,22,85,1367,0,0,14,0.0,1015.37915,0.0
431,243981,950.1252,42,-49.874817,-49.874817,0.0,0.05,0,0.0,True,4.9874816,-0.06921841,-0.4515615320820302,83,42,856,0,12,30,229.84879,1280.148,-4.156845
432,244418,1005.2656,305,5.265625,5.265625,1.1020615,0.05,0,0.0,True,-0.5265625,-0.3108253,-1.5298268451541552,72,14,651,1,141,164,330.8029,1146.9783,-4.2136426
433,244951,944.9824,175,-55.01758,-55.01758,0.58351684,0.05,0,0.0,True,5.501758,-0.82868516,-0.7184618870913979,62,99,1129,0,78,97,250.69781,797.88776,-0.062292762
434,245459,963.8555,31,-36.14447,-36.14447,0.09007118,0.05,0,0.0,True,3.6144469,-0.21256366,-0.21712044120162494,195,83,4067,1,2,29,39.528778,1701.2417,-24.898071
435,245980,981.9095,13,-18.090515,-18.090515,0.32396495,0.05,0,0.0,True,1.8090514,-0.035784904,-0.14251812487840648,19,37,104,0,2,11,51.360497,1069.8835,0.0
436,246485,993.8544,16,-6.14563,-6.14563,0.2578321,0.05,0,0.0,True,0.614563,-0.023707122,-0.1582992649078369,5,54,101,1,4,12,97.81406,1049.7397,-0.09975807
